source_genesymbol	target_genesymbol	is_directed	consensus_direction	references
IRF5	TNF	1	1	NA
CD28	SYK	1	1	NA
IL6	THPO	1	1	NA
THPO	IL6	1	1	NA
TNNI3K	ASAP3	1	1	NA
LEPR	PRKAG1	1	1	NA
GNRH2	LEP	1	1	NA
FXYD2	HMOX2	1	1	NA
ALPP	PTH	1	1	NA
IFNG	FASLG	1	1	NA
TRIB3	PPARG	1	1	NA
COL1A1	CASP7	1	1	NA
RET	CDH1	1	1	NA
PRKCA	RXRA	1	1	NA
CASP3	BCL2L1	1	1	NA
PRKCE	ADCY3	1	1	NA
SMARCC2	GTF2F1	1	1	NA
IRF7	IFNA2	1	1	NA
CBLC	LEPR	1	1	NA
IGF1	HMOX1	1	1	NA
PDGFA	ERVK-6	1	1	NA
PDGFA	ERVK-6	1	1	NA
PDGFA	ERVK-6	1	1	NA
PDGFA	ERVK-6	1	1	NA
PDGFA	ERVK-6	1	1	NA
PDGFD	INSRR	1	1	NA
NUP43	KPNB1	1	1	NA
IFNA5	IFNGR1	1	1	NA
DYRK4	RUVBL1	1	1	NA
PSME3	ANAPC5	1	1	NA
STXBP1	VAMP2	1	1	NA
TRIP12	CDC23	1	1	NA
PIP5K1A	VCL	1	1	NA
FGF7	PIK3R1	1	1	NA
PSMB1	SKP1	1	1	NA
CCL27	CXCR6	1	1	NA
TP53	GTF2A1	1	1	NA
TPT1	GTPBP1	1	1	NA
CHRD	ATF2	1	1	NA
DGKZ	PRKD1	1	1	NA
PTK2B	VHL	1	1	NA
CCNB1	PRKAR2A	1	1	NA
SOX5	BMP7	1	1	NA
ITGA2B	CSK	1	1	NA
PLCG2	PLA2G2F	1	1	NA
LAMA5	RHOA	1	1	NA
WASL	ACTR3	1	1	ACSN:10467124;ACSN:10511705;ACSN:12054568;ACSN:14749719;ACSN:16293614;ACSN:16702231;ACSN:8625410;ACSN:9843499
TGFB1	AIMP2	1	1	NA
RAC3	MAP2K7	1	1	NA
GPR160	RHO	1	1	NA
PSME2	ANAPC11	1	1	NA
PSMB10	RBX1	1	1	NA
EIF1AX	RPS3	1	1	NA
NUP43	SNRPD3	1	1	NA
ADRM1	CDC26	1	1	NA
STK3	NEUROD1	1	1	NA
CCL26	CCR10	1	1	NA
HSPB1	TRAF6	1	1	NA
TLR2	MUC1	1	1	NA
FGF17	IGF1R	1	1	NA
POM121	NCBP1	1	1	NA
RPS6KA5	IRF3	1	1	NA
HUS1	ATM	1	1	NA
ATM	HUS1	1	1	NA
E2F1	PLAU	1	1	ACSN:10688648
WNT1	TCF3	1	1	NA
ROCK2	PIP5K1C	1	1	NA
RAPGEF2	NRAS	1	1	NA
AAAS	NXF1	1	1	NA
EPHB2	CDC42	1	1	NA
PSMC5	BTRC	1	1	NA
MET	PIK3CG	1	1	ACSN:17496910
MAPK12	DDIT3	1	1	ACSN:11274345;ACSN:15140942;ACSN:15187187;ACSN:16393692;ACSN:19436832;ACSN:20506250;ACSN:21614932
MAPK12	DDIT3	1	1	ACSN:11274345;ACSN:15140942;ACSN:15187187;ACSN:16393692;ACSN:19436832;ACSN:20506250;ACSN:21614932
GPER1	LMNA	1	1	NA
THBS2	ITGAV	1	1	NA
SYK	TUBB	1	1	NA
MAPK12	CEBPA	1	1	NA
CD40	MAPK11	1	1	NA
GTF2H4	POLR2D	1	1	NA
IDE	CDC20	1	1	NA
COL6A3	ITGAV	1	1	NA
PRKACB	CDKN1A	1	1	NA
KRIT1	CABIN1	1	1	NA
PIK3CB	AKT2	1	1	NA
PPP2R5D	MAP1B	1	1	NA
IL6	LBR	1	1	NA
MAP3K4	IKBKB	1	1	NA
SHC1	CREB1	1	1	NA
GNG2	SRMS	1	1	NA
SPCS3	INS	1	1	NA
GLI1	WNT2B	1	1	NA
IL6	FGF1	1	1	NA
LAMA4	ITGA1	1	1	NA
PTPN6	MPL	1	1	NA
FGF7	SREBF1	1	1	NA
SREBF1	FGF7	1	1	NA
TGFB1	SHC3	1	1	NA
VIPR2	CAMP	1	1	NA
SCGB1A1	MAPK1	1	1	NA
APH1A	NOTCH2	1	1	NA
GRK1	CCR4	1	1	NA
CXCL12	CCR8	1	1	NA
GNG2	LYN	1	1	NA
HCK	SHC3	1	1	NA
THBS4	ITGB5	1	1	NA
GNAI3	FRK	1	1	NA
BLK	EPHB1	1	1	NA
EPHB1	BLK	1	1	NA
DDIT3	FOSB	1	1	NA
FOSB	DDIT3	1	1	NA
DDIT3	FOSB	1	1	NA
FOSB	DDIT3	1	1	NA
PLA2G4A	PLA2G6	1	1	NA
SYK	RDX	1	1	NA
CBFA2T2	APP	1	1	NA
CCL1	CX3CR1	1	1	NA
COL4A2	ITGA3	1	1	NA
FANCB	FANCC	1	1	NA
CDK5	RAN	1	1	NA
E2F1	BID	1	1	ACSN:12402042;ACSN:15024076;ACSN:15240700
KLF2	HIF1A	1	1	NA
CD3G	PAG1	1	1	NA
PAG1	CD3G	1	1	NA
PF4V1	CXCR5	1	1	NA
CNR1	CACNA1H	1	1	NA
TXN	IL2RA	1	1	NA
NR1H3	FAT1	1	1	NA
PRF1	CTSB	1	1	NA
GNA15	PIK3C2G	1	1	NA
FZD10	DVL2	1	1	NA
S100B	TRAF2	1	1	NA
WRAP53	TERT	1	1	NA
FGFR4	MAPK1	1	1	NA
MAPK1	FGFR4	1	1	NA
TRAF3	MAP4K4	1	1	NA
EGR1	CXCL8	1	1	NA
PDGFA	JAK1	1	1	NA
PIK3CG	AR	1	1	NA
ITCH	EGFR	1	1	NA
TREX1	ABL1	1	1	NA
POMP	UBE2E1	1	1	NA
CHRM5	GNAS	1	1	NA
CHRM5	GNAS	1	1	NA
CHRM5	GNAS	1	1	NA
CHRM5	GNAS	1	1	NA
ROCK1	SHROOM4	1	1	NA
INS	VCAM1	1	1	NA
PSME1	UBE2E1	1	1	NA
SRPK2	ZCCHC8	1	1	NA
MATK	MAPK3	1	1	NA
SMARCA4	POLR2A	1	1	NA
MAPK11	MAPK3	1	1	ACSN:11274345;ACSN:12738796;ACSN:15187187;ACSN:18039929
MYL12B	MYO1F	1	1	NA
CREB3L3	MITF	1	1	NA
RAC1	PIKFYVE	1	1	NA
BDNF	TH	1	1	NA
ENG	SMAD1	1	1	NA
JAK1	BCL2L1	1	1	NA
NTRK2	RAP1B	1	1	NA
SAA1	MMP9	1	1	NA
ARF6	ACAP1	1	1	NA
ACAP1	ARF6	1	1	NA
IL20RA	JAK2	1	1	NA
FGF4	MET	1	1	NA
CDC14A	CDC16	1	1	ACSN:15279786;ACSN:17303408;ACSN:17660363;ACSN:18590585;ACSN:20144767;ACSN:7575488
THBS3	SDC2	1	1	NA
IGF1	MET	1	1	NA
RELA	TRAF4	1	1	NA
SHC2	MTOR	1	1	NA
CXCL11	CCR7	1	1	NA
CCL4	CXCR6	1	1	NA
CCL2	CXCR6	1	1	NA
BLK	EPHA2	1	1	NA
FBXW7	MAX	1	1	NA
CBL	ITGA3	1	1	NA
EBI3	STAT2	1	1	NA
USP7	FOXO4	1	1	NA
FGF6	STAT1	1	1	NA
IFNA1	IFNGR2	1	1	NA
NCKAP1L	WASF1	1	1	NA
ESR2	NQO1	1	1	NA
EIF5B	RPSA	1	1	NA
CDKN2A	TFDP1	1	1	NA
TFDP1	CDKN2A	1	1	NA
TFDP1	CDKN2A	1	1	NA
CDKN2A	TFDP1	1	1	NA
TRHR	GNA15	1	1	NA
PRKCE	HRAS	1	1	NA
PPARA	FADS2	1	1	NA
TNF	TNFRSF11B	1	1	NA
LAMC1	RHOA	1	1	NA
AKT1	BCL2	1	1	ACSN:11882383;ACSN:12040186;ACSN:17680028;ACSN:18218901;ACSN:20028971;ACSN:20214616;ACSN:20398329;ACSN:21303971;ACSN:21506126;ACSN:22094462
PSME4	UBE2E1	1	1	NA
MYD88	MAP4K4	1	1	NA
FGF23	MET	1	1	NA
EBP	EIF4G1	1	1	NA
FLT1	SHC3	1	1	NA
IL4	STAT5B	1	1	NA
STAT5B	IL4	1	1	NA
GNA12	CTNND1	1	1	NA
CALM3	SMAD2	1	1	NA
EDN1	PIK3CG	1	1	NA
GTF2H3	TBP	1	1	NA
NCOA1	KLK3	1	1	NA
GNAI3	CD3E	1	1	NA
FBXL5	NFKB2	1	1	NA
CCL4L1	XCR1	1	1	NA
MARK2	ZNF746	1	1	NA
CD2	STMN1	1	1	NA
PPBP	CCR8	1	1	NA
CTNNB1	VASP	1	1	NA
CEBPD	G6PC1	1	1	NA
CAMKK1	CAMK1G	1	1	NA
CDK6	E2F2	1	1	NA
STAT1	BCL2	1	1	NA
TAF9	CDK4	1	1	NA
BUB1	TERF2IP	1	1	NA
NKX2-1	TGFB1	1	1	NA
TAB1	MAP2K1	1	1	NA
TYK2	BCL3	1	1	NA
RAC3	MAP3K1	1	1	NA
CASP3	ACTA1	1	1	NA
IFT88	GLI3	1	1	NA
PRKACA	ITGB8	1	1	NA
TRAF6	RET	1	1	NA
FGF5	PIK3CA	1	1	NA
FOXM1	CDH1	1	1	NA
TRAF2	SENP1	1	1	NA
RPS6KA2	BUB1	1	1	NA
CCL16	CXCR4	1	1	NA
MAD2L2	CDC26	1	1	NA
RPS6KA4	HLCS	1	1	NA
NUP50	SCAF11	1	1	NA
NUP50	ZEB2	1	1	NA
NUP50	GEMIN2	1	1	NA
FANCA	FANCI	1	1	ACSN:12535671;ACSN:12972610;ACSN:16697054;ACSN:18550849;ACSN:18931676;ACSN:19282663;ACSN:19622404;ACSN:19686080;ACSN:19772495;ACSN:19847258;ACSN:20832754;ACSN:21948210;ACSN:22266823;ACSN:22615860;ACSN:22657828;ACSN:23253856;ACSN:23444773;ACSN:24089143;ACSN:24095737;ACSN:8020957
CCND1	E2F1	1	1	ACSN:10385618;ACSN:10498883;ACSN:10778858;ACSN:11520855;ACSN:15279786;ACSN:16236519;ACSN:17303408;ACSN:17660363;ACSN:18590585;ACSN:18786381;ACSN:19075565;ACSN:20068082;ACSN:7575488;ACSN:7736585;ACSN:9190208;ACSN:9315635;ACSN:9425340;ACSN:9736735
PIK3R3	PLCG2	1	1	NA
RHOA	PDPN	1	1	NA
PDPN	RHOA	1	1	NA
CTNND1	VASP	1	1	NA
SMARCC1	GTF2A1	1	1	NA
GPC1	SMAD2	1	1	NA
SQSTM1	RELA	1	1	NA
MMP14	TGFB1	1	1	ACSN:21900405;ACSN:21909923
SOS1	CREB1	1	1	NA
ETFDH	ETFA	1	1	NA
FASLG	IKBKG	1	1	NA
PPP3CC	CDC26	1	1	NA
TYK2	GZMB	1	1	NA
NUP88	NCBP1	1	1	NA
MDK	CXCL2	1	1	NA
CD247	IL2	1	1	NA
TGFB1	THPO	1	1	NA
NGF	RHOB	1	1	NA
NUP93	DDX20	1	1	NA
CALML3	PPP3CA	1	1	NA
SMAD6	CTCF	1	1	NA
IL9	CCL11	1	1	NA
CAPN2	ITGA1	1	1	NA
PDGFB	FGR	1	1	NA
FGR	PDGFB	1	1	NA
UBE2C	AURKA	1	1	NA
AKT1	SLX4	1	1	NA
PRKAR1A	COL1A1	1	1	NA
CD79A	PTEN	1	1	NA
OSM	MAPK3	1	1	NA
SHC2	CCND3	1	1	NA
DOK2	IKZF3	1	1	NA
TNFRSF8	CXCL8	1	1	NA
PPP3R1	CDC20	1	1	NA
SOCS7	TYK2	1	1	NA
ROCK2	MYL10	1	1	NA
DDR1	MTA1	1	1	NA
IGKV1-6	TP53	1	1	NA
XCL2	CCR1	1	1	NA
CSNK2A1	MYF6	1	1	NA
COMP	ITGA6	1	1	NA
FADD	SMPD1	1	1	NA
PIAS4	STAT3	1	1	NA
EGFR	NOS2	1	1	NA
POM121	NCBP2	1	1	NA
NGFR	NFKB1	1	1	NA
U2AF2	SNRPG	1	1	NA
PRKACB	JAK2	1	1	NA
TGFBR2	SMAD6	1	1	NA
STK17A	POLD4	1	1	NA
FYN	CSRP3	1	1	NA
NUP35	SNRPD3	1	1	NA
CBL	PIK3CB	1	1	ACSN:10514377;ACSN:17635922
CAMK2B	SRC	1	1	NA
KAT2A	BBC3	1	1	NA
KAT2A	BBC3	1	1	NA
CHEK1	UBE2T	1	1	NA
CXCL3	CXCR6	1	1	NA
HSPA1A	MAPK10	1	1	NA
COL11A1	CD44	1	1	NA
CBL	IL11RA	1	1	NA
KAT2A	SMAD4	1	1	NA
ACTA1	CRKL	1	1	NA
BMPR1B	HCLS1	1	1	NA
LAMA1	ITGB3	1	1	NA
CCL19	CXCR1	1	1	NA
CCL20	CXCR6	1	1	NA
CDK5RAP3	NOS3	1	1	NA
BTK	FOS	1	1	NA
RXRG	ME1	1	1	NA
WASF1	APAF1	1	1	NA
CXCL11	CXCR4	1	1	NA
CAMKK1	DDX25	1	1	NA
NR0B2	SMAD3	1	1	NA
YWHAZ	RPA2	1	1	NA
TP63	ITGB4	1	1	NA
PRKAA2	PSMA6	1	1	NA
VEGFB	ERBB2	1	1	NA
MOG	IL4	1	1	NA
NEK4	MED28	1	1	NA
ATP2A2	PLAU	1	1	NA
CDC26	UBE2D1	1	1	NA
LAMC3	ITGA2B	1	1	NA
LAMA5	ITGA5	1	1	NA
PRKY	KCNIP2	1	1	NA
SEH1L	GEMIN6	1	1	NA
CAPN1	PRKD1	1	1	NA
PRKD1	CAPN1	1	1	NA
TCF7L2	PPARD	1	1	NA
ADAM17	ACE2	1	1	NA
NR0B2	RBM39	1	1	NA
TGFBR1	SMAD5	1	1	NA
NUP42	KPNB1	1	1	NA
IL12A	CCL4L1	1	1	NA
RAC2	MAPK8	1	1	NA
VCAM1	CYBA	1	1	NA
ZBTB17	CLU	1	1	NA
EPAS1	SERPINE1	1	1	NA
CSNK1G2	YWHAE	1	1	NA
AKT1	ITGB7	1	1	NA
PSMA2	ANAPC4	1	1	NA
DCTN2	SPAG9	1	1	NA
MAP3K7	UBE2L3	1	1	NA
RALBP1	RHOA	1	1	NA
CCL18	CCR6	1	1	NA
ABI2	ARPC2	1	1	NA
CDCA8	KIF2C	1	1	NA
MAP2K1	IL3	1	1	NA
EIF5B	RPL8	1	1	NA
CALML6	MYLK2	1	1	NA
IFNG	CAMK2G	1	1	NA
PPP3CA	MEF2C	1	1	NA
TP63	RRAD	1	1	NA
PSMB8	ANAPC11	1	1	NA
ACVR2B	SMAD5	1	1	NA
PSMD14	CDC26	1	1	NA
LIF	MAPK3	1	1	NA
MAPK1	CHRNA1	1	1	NA
VEGFA	SOS1	1	1	NA
NUP43	SNRPD1	1	1	NA
CDC42	ID4	1	1	NA
TGFBR2	ASCC1	1	1	NA
CDC26	CDC23	1	1	NA
CDC23	CDC26	1	1	NA
E2F2	CCNE2	1	1	ACSN:8618861
MYLK2	MYL9	1	1	NA
RXRA	TNF	1	1	NA
ELK1	BIRC2	1	1	NA
NPY	ODC1	1	1	NA
CAST	LAMA1	1	1	NA
MAPK3	IL18	1	1	NA
ICOS	CSNK1G2	1	1	NA
FGF4	SPP1	1	1	NA
STXBP1	RIMS1	1	1	NA
CSNK1E	YWHAE	1	1	NA
NFATC1	CSF2	1	1	NA
S1PR1	FGR	1	1	NA
GIT2	CTTN	1	1	NA
MET	CDC42	1	1	NA
AKT1	SREBF1	1	1	NA
THBS1	ITGA11	1	1	NA
PSME2	ANAPC5	1	1	NA
RAD23B	ANAPC4	1	1	NA
PHKB	PYGM	1	1	NA
PSME1	CUL5	1	1	NA
IL18RAP	IL13	1	1	NA
EIF2AK2	CD4	1	1	NA
CCL8	CXCR3	1	1	NA
SAA1	NFKB1	1	1	NA
TRADD	CASP2	1	1	NA
GNG13	PIK3R3	1	1	NA
TFPI	VEGFA	1	1	NA
FDX1	DBI	1	1	NA
YES1	ARHGEF7	1	1	NA
IL2	BCR	1	1	NA
RXRG	MMP1	1	1	NA
IFNG	KLRD1	1	1	NA
HLA-DRB1	PAG1	1	1	NA
HLA-E	KIR2DL1	1	1	NA
TGFB1	TNFRSF11B	1	1	NA
NUP43	NCBP1	1	1	NA
ARID1A	GTF2A1	1	1	NA
APOC2	APOA2	1	1	NA
CAPN2	ITGB3	1	1	NA
HSPB1	ANAPC1	1	1	NA
JUN	CSF2	1	1	NA
NPR2	PAXBP1	1	1	NA
PTPN6	IL20RB	1	1	NA
FKBP1A	CSF2	1	1	NA
YES1	TXN	1	1	NA
EPHA2	RAC1	1	1	NA
ROCK2	PIKFYVE	1	1	NA
EIF1	RPS16	1	1	NA
MYLK	NEUROD1	1	1	NA
FOS	CXCL8	1	1	NA
IFNG	CAMK2B	1	1	NA
RAC1	PIK3R5	1	1	NA
PIK3R5	RAC1	1	1	NA
PPARA	AGT	1	1	NA
RALBP1	HRAS	1	1	NA
IBSP	ITGA6	1	1	NA
PSMB7	CDC27	1	1	NA
FGF2	ELN	1	1	NA
FCER1A	CBLB	1	1	NA
RAC1	HIF1A	1	1	NA
CSF3	FPR1	1	1	NA
FPR1	CSF3	1	1	NA
TP63	NOTCH1	1	1	NA
CCL16	CXCR1	1	1	NA
RGS1	PXN	1	1	NA
ATF3	EGR1	1	1	NA
GLI1	WNT7A	1	1	NA
EPHA3	ANKS1A	1	1	NA
CD3E	PTPN11	1	1	NA
PTAFR	GNA11	1	1	NA
GNAQ	ARHGEF5	1	1	NA
SCGB1A1	ECM1	1	1	NA
RPS6KB1	EIF3A	1	1	NA
AR	GNB1	1	1	NA
MAPK3	BCL2L1	1	1	NA
MAPK8	IL6	1	1	NA
E2F3	MYC	1	1	ACSN:11564866
FGFR4	MDFI	1	1	NA
PTH	ADCY1	1	1	NA
ADCY1	PTH	1	1	NA
IFNG	PLA2G6	1	1	NA
NR5A2	CYP11A1	1	1	NA
MAX	PRDX3	1	1	NA
PDPK1	PDS5A	1	1	NA
FGR	BCAR1	1	1	NA
PRKACB	LPAR3	1	1	NA
YWHAQ	ATP2B4	1	1	NA
XPA	GTF2H4	1	1	NA
FZD9	DVL3	1	1	NA
CXCL16	CXCR2	1	1	NA
PIK3R5	AKT3	1	1	NA
ITGB1	PRKACB	1	1	NA
PRKACB	ITGB1	1	1	NA
FGR	PIK3CG	1	1	NA
CBLB	JAK3	1	1	NA
YY1	H3-3A	1	1	NA
CDC16	UBE2E1	1	1	NA
FZD3	GNAS	1	1	NA
FZD3	GNAS	1	1	NA
FZD3	GNAS	1	1	NA
FZD3	GNAS	1	1	NA
IL6	LIF	1	1	NA
LIF	IL6	1	1	NA
CD86	GRB2	1	1	NA
RXRA	PLTP	1	1	NA
ATF2	CCND1	1	1	NA
DDB2	GTF2H4	1	1	NA
PSMB4	ANAPC5	1	1	NA
POLD4	RFC2	1	1	NA
CD79B	GRB2	1	1	NA
NUP188	GCKR	1	1	NA
PDGFB	ERBB2	1	1	NA
CCL13	CXCR5	1	1	NA
SRPK2	MBNL3	1	1	NA
CAMKK1	PPP5C	1	1	NA
EPHB1	MAP3K7	1	1	NA
FGF10	PIK3CA	1	1	NA
PIK3CA	CREB1	1	1	NA
PIK3R2	ITK	1	1	NA
MAPK8	HNF4A	1	1	NA
CCL24	CXCR5	1	1	NA
PSMF1	CDC23	1	1	NA
PSMF1	ANAPC7	1	1	NA
SAP30	SMAD3	1	1	NA
ROCK1	MYLPF	1	1	NA
JAK2	RAP1A	1	1	NA
IFNG	FCGR1A	1	1	NA
MAX	ZFP36L1	1	1	NA
GH1	BCL6	1	1	NA
BCL6	GH1	1	1	NA
TFAP2A	ERBB2	1	1	NA
SNCA	UCHL5	1	1	NA
UCHL5	SNCA	1	1	NA
ARAF	PAXBP1	1	1	NA
BDNF	NOS1	1	1	NA
NFIA	POLR3B	1	1	NA
EIF6	RPLP2	1	1	NA
RXRG	APOA1	1	1	NA
IL6	IL2	1	1	NA
IL2	IL6	1	1	NA
ENPEP	CD4	1	1	NA
RELA	TFF2	1	1	NA
PSMA4	CDC20	1	1	NA
FAAP24	FANCG	1	1	NA
MAPK1	SMAD5	1	1	NA
EIF5	RPS7	1	1	NA
APEX1	GDNF	1	1	NA
GOLGA4	TNF	1	1	NA
SP1	PDX1	1	1	NA
LAMC3	RHOA	1	1	NA
CCL4L1	CXCR6	1	1	NA
PSMD3	BTRC	1	1	NA
INSRR	PIK3R2	1	1	NA
PPP3CB	CSNK1A1	1	1	NA
PSMF1	CDC20	1	1	NA
NECTIN1	TNFRSF14	1	1	NA
IL1B	TRAF6	1	1	NA
GRK6	CCR8	1	1	NA
CALML5	PDE1C	1	1	NA
PIK3CG	PTK2	1	1	NA
PTK2	PIK3CG	1	1	NA
ERCC2	GTF2F1	1	1	NA
GNB4	PLCB2	1	1	NA
GNAO1	PLCB2	1	1	NA
JAK3	MYC	1	1	NA
RAD23B	ANAPC5	1	1	NA
UBB	DBT	1	1	NA
SOCS1	CSF2RA	1	1	NA
TP73	BAK1	1	1	NA
MME	FGF2	1	1	NA
NR3C1	NR1I2	1	1	NA
ELANE	KRT19	1	1	NA
ESR1	DSCAM	1	1	NA
CSNK1G2	HLCS	1	1	NA
SMAD9	NKX2-5	1	1	NA
PPP2CA	PRKCE	1	1	NA
ACTN4	SRC	1	1	NA
PTPN5	MAPK9	1	1	NA
EIF6	RPS28	1	1	NA
GNG11	PIK3CG	1	1	NA
CLK2	ZNF784	1	1	NA
SYK	ETS1	1	1	NA
IRF7	IFNA10	1	1	NA
CCL28	CCR2	1	1	NA
PSMD4	ANAPC7	1	1	NA
PPP2CB	F11R	1	1	NA
NTF4	RASA1	1	1	NA
PDGFB	FLT1	1	1	NA
NR0B1	WNT1	1	1	NA
PSMC5	CUL1	1	1	NA
YES1	EFNB1	1	1	NA
EFNB1	YES1	1	1	NA
RIPK1	FASLG	1	1	NA
MAX	CDK6	1	1	NA
LAMB1	PIK3CA	1	1	NA
GNA12	MAP2K5	1	1	NA
RAP1B	ARAP1	1	1	NA
RAPGEF5	GRB2	1	1	NA
EP300	FABP1	1	1	NA
GNB3	PIK3R3	1	1	NA
TNK2	ABI2	1	1	NA
NUP88	GCK	1	1	NA
NUMB	NOTCH4	1	1	NA
SPP1	CDC42	1	1	NA
PSMC6	CUL1	1	1	NA
GNAI1	PLCG1	1	1	NA
CCL22	XCR1	1	1	NA
HCK	PIK3CD	1	1	NA
PDPK1	BRD9	1	1	NA
NUP85	SNRPD2	1	1	NA
PSMD7	ANAPC11	1	1	NA
DNAJB1	UBB	1	1	NA
ZBTB17	MXD4	1	1	NA
PDE6C	CNGB3	1	1	NA
CXCL14	CCR2	1	1	NA
GNAI3	ADCY3	1	1	NA
LMO4	FOXO1	1	1	NA
CGA	SCN5A	1	1	NA
PSMD10	ANAPC5	1	1	NA
CD3D	CD28	1	1	NA
CD28	CD3D	1	1	NA
GTF2H4	GTF2F1	1	1	NA
PSMC1	CUL1	1	1	NA
CDH1	MGAT3	1	1	NA
BCL2	APEX1	1	1	NA
ATP6V1F	FZD8	1	1	NA
KITLG	TEC	1	1	NA
LEP	CCND1	1	1	NA
KIF2C	DNAH8	1	1	NA
IGFBP7	LIF	1	1	NA
ITGA4	PRKAR1B	1	1	NA
PRKAR1B	ITGA4	1	1	NA
SRC	PAK1	1	1	NA
F2RL3	VEGFA	1	1	NA
SEH1L	SNRPG	1	1	NA
NTN1	TRIO	1	1	NA
PSMB8	ANAPC7	1	1	NA
IL32	IL10	1	1	NA
WNT6	NFATC2	1	1	NA
RAP1A	MAPK10	1	1	NA
REEP5	TP53	1	1	NA
FGFR2	STAT1	1	1	ACSN:11447289;ACSN:11997436;ACSN:12040186;ACSN:14585353;ACSN:15173823;ACSN:15199124;ACSN:15567848;ACSN:16488589;ACSN:17496910;ACSN:19568798;ACSN:19615955;ACSN:6321473
NUP153	MDM2	1	1	NA
SMARCE1	GTF2E1	1	1	NA
RPS6KB1	RPS24	1	1	NA
CTNNB1	CCN1	1	1	NA
PTPN6	STAT5A	1	1	NA
IL3RA	GRB2	1	1	NA
SRC	FGF8	1	1	NA
NOX1	MAPK13	1	1	NA
RIPK3	MAPK1	1	1	NA
TP63	BAX	1	1	NA
CDH1	APC	1	1	NA
CD247	PIK3R1	1	1	NA
FYN	NPHS2	1	1	NA
NPHS2	FYN	1	1	NA
RAPGEF3	MAPK3	1	1	NA
RELN	ITGA8	1	1	NA
CSNK2A1	MDM4	1	1	NA
PLD2	FOSB	1	1	NA
PRKCZ	SDC2	1	1	NA
AFF1	PROM1	1	1	NA
ADAM10	DTX1	1	1	NA
UBR1	ANAPC7	1	1	NA
CNTF	GFAP	1	1	NA
HSPB1	BTRC	1	1	NA
DDR1	CHEK1	1	1	NA
FOXA1	KLK3	1	1	NA
YY1	CXCL12	1	1	NA
AKT1	YWHAQ	1	1	ACSN:10722653;ACSN:10949026;ACSN:11715018;ACSN:11756412;ACSN:11923280;ACSN:15169778;ACSN:15808505;ACSN:16697215;ACSN:17052453;ACSN:17680028;ACSN:18372248;ACSN:18570873;ACSN:18636226;ACSN:20138985;ACSN:20214616;ACSN:20398329;ACSN:20832730;ACSN:9812896
CXCL8	CCR3	1	1	NA
SOCS4	IL9R	1	1	NA
BAIAP2	ACTG1	1	1	NA
PRKAR1B	PTK2	1	1	NA
SOCS2	IL13RA1	1	1	NA
HLA-F	KLRD1	1	1	NA
PIP5K1C	GSN	1	1	NA
COMP	SDC2	1	1	NA
RXRB	ACOX2	1	1	NA
PRIM2	POLA2	1	1	NA
UBE3A	FZR1	1	1	NA
JAK2	HRAS	1	1	NA
UBE2A	GABRA5	1	1	NA
IL3	PRKACA	1	1	NA
PRKACA	IL3	1	1	NA
FKBP4	KLK3	1	1	NA
PSMD10	ANAPC11	1	1	NA
PIK3R1	EPS8	1	1	NA
SOCS4	IL4R	1	1	NA
ITGA5	BCAR1	1	1	NA
HTRA2	HAX1	1	1	ACSN:15371414
CSF2	PLA2G4A	1	1	NA
CDC23	CCNB1	1	1	ACSN:12124778;ACSN:15279786;ACSN:15917306;ACSN:16123593;ACSN:17303408;ACSN:17660363;ACSN:18590585;ACSN:19652693;ACSN:7575488
EPHB2	MAPK3	1	1	NA
ERBB3	MAP2K1	1	1	NA
TGFBR2	PSMC3	1	1	NA
PGF	PIK3CA	1	1	NA
IFNG	TJP1	1	1	NA
CXCR4	PIK3R3	1	1	NA
PTK2	COPS6	1	1	NA
IL12B	CCR5	1	1	NA
RAD9A	TREX1	1	1	NA
TREX1	RAD9A	1	1	NA
ABL1	ABI3	1	1	NA
INSRR	SOS2	1	1	NA
CDK4	HSFX1	1	1	NA
IL23A	STAT1	1	1	NA
CBLB	PIK3CG	1	1	ACSN:10514377;ACSN:17635922
INCENP	KIF23	1	1	NA
IL17A	ATF2	1	1	NA
SMAD1	CTCF	1	1	NA
CAMK2A	ATF6	1	1	NA
WASF1	ARPC2	1	1	NA
NFIA	LZTS1	1	1	NA
PDPK1	TGFB2	1	1	NA
FOS	CDK4	1	1	NA
CDC42	NFATC2	1	1	NA
TGFB1	MAP2K3	1	1	NA
MAP2K3	TGFB1	1	1	NA
C4BPA	ECM1	1	1	NA
GTF2A1	IFNB1	1	1	NA
CREB1	CEBPD	1	1	NA
PPP2CB	JAM2	1	1	NA
CDKL5	CSTF2T	1	1	NA
PRKAG1	ACACA	1	1	ACSN:16326698;ACSN:9029219
P2RY2	VCAM1	1	1	NA
PTPN11	MAP2K1	1	1	NA
JUN	KLK3	1	1	NA
JAK2	MAPK7	1	1	NA
HPSE	TFPI	1	1	NA
EPOR	MAPK8	1	1	NA
VEGFA	ARF1	1	1	NA
NGF	SOS1	1	1	NA
PSMD10	CDC16	1	1	NA
PSMB3	CUL5	1	1	NA
ARNT	VEGFA	1	1	ACSN:10403805;ACSN:11528470;ACSN:11566883;ACSN:12080085;ACSN:12829734;ACSN:13130303;ACSN:15451019;ACSN:16716598;ACSN:16887934;ACSN:17987801;ACSN:1823643;ACSN:7539918;ACSN:7768934;ACSN:8943284;ACSN:9159130;ACSN:9278421;ACSN:9746763
CXCL1	CXCR5	1	1	NA
